id|pmid|doi|first_author|year|title|other_study_identifier|url|extracted|tentatively_identified_test_substance|machine_confidence|tsca|fifra|toxcast
3017|2801337|||||||0||1|||
3018|2801338|||||||0|[' oxaprozin ', ' propionic acid ']|1|1|1|1
3019|2801396|||||||0|[' platinum ']|0.888889|1||
3020|2801661|||||||0|[' phosphorus ']|1|1|1|
3021|2801695|||||||0||0.888889|||
3022|2801937|||||||0||1|||
3023|2801951|||||||0|[' glutathione ', ' sri 63-441 ', ' thromboxane ', ' thromboxane b2 ']|1|1||
3024|2801994|||||||0|[' vasopressin ']|0.777778|||
3025|2802125|||||||0|[' enflurane ', ' fluoride ', ' isoflurane ']|0.777778|||
3026|2802212|||||||0|[' halothane ', ' pentobarbital ']|0.777778|||
3027|2802213|||||||0|[' halothane ', ' propranolol ']|1|||
3028|2802305|||||||0|[' cephapirin ', ' probenecid ']|1|1||1
3029|2802306|||||||0|[' gentamicin ']|0.777778|||
3030|2802332|||||||0|[' albumin ', ' sulfadiazine ', ' trimethoprim ']|1|1||
3031|2802339|||||||0|[' d-xylose ', ' food deprivation ']|0.888889|1||1
3032|2802379|||||||0||1|||
3033|2802406|||||||0|[' clonidine ', ' growth hormone ']|0.888889|||
3034|2802407|||||||0|[' hypoxanthine ']|0.888889|1||
3035|2802548|||||||0||0.777778|||
3036|2802551|||||||0|[' amphotericin b ']|1|||1
3037|2802567|||||||0|[' amikacin ']|0.777778|||
3038|2802671|||||||0|[ ' benzaldehyde ', ' benzyl chloride ', ' chloride ']|1|1|1|
3039|2802672|||||||0|[' carbon disulfide ', ' cholesterol ', ' phenobarbital ']|1|1|1|
3040|2802873|||||||0|[' metronidazole ']|0.888889||1|1
3041|2802879|||||||0|[' rifampicin ']|0.888889|||1
3042|2802896|||||||0|[' aspartame ']|0.777778|1||1
3043|2802932|||||||0|[' platinum ']|0.888889|1||
3044|2803006|||||||0|[' amylase ', ' bilirubin ', ' dimethoate ']|1|1|1|1
3045|2803109|||||||0|[' ethanol ', ' glutathione ']|1|1|1|1
3046|2803165|||||||0|[' nitrous oxide ']|0.777778|1||
3047|2803265|||||||0|[' acetaldehyde ', ' acetate ', ' ethanol ']|1|1|1|1
3048|2803542|||||||0|[' amphetamine ', ' dopamine ']|0.888889|1||
3049|2803668|||||||0|[' phosphate ']|0.777778|1||
3050|2803700|||||||0|[' dopamine ', ' morphine ']|0.888889|||
3051|2803833|||||||0|[' cholesterol ']|0.777778|1||
3052|2803885|||||||0|[' 3-methylhistidine ', ' halothane ']|1|1||
3053|2803912|||||||0|[' progesterone ', ' tamoxifen ', ' thymidine ']|0.777778|1||1
3054|2803925|||||||0||1|||
3055|2803943|||||||0|[' flutamide ', ' testosterone ']|1|1||1
3056|2803949|||||||0|[' acetic acid ', ' flavone ', ' thrombin ']|0.888889|1|1|1
3057|2803965|||||||0|[' erythropoietin ']|1|1||
3058|2804051|||||||0|[' ethanol ', ' phospholipase ', ' phospholipid ']|0.888889|1|1|1
3059|2804056|||||||0|[' heparin ', ' phospholipase ', ' sulfate ']|0.777778|1||
3060|2804065|||||||0|[' cumene ', ' cumene hydroperoxide ', ' glutathione ', ' hydrogen peroxide ', ' peroxidase ', ' phospholipid ']|0.777778|1|1|1
3061|2804068|||||||0||0.777778|||
3062|2804214|||||||0||1|||
3063|2804250|||||||0|[' hydrocortisone ', ' methylprednisolone ', ' phosphate ']|1|1||1
3064|2804251|||||||0|[' albumin ', ' sulfamethazine ']|0.888889|1||1
3065|2804253|||||||0|[' propranolol ']|1|||
3066|2804255|||||||0||1|||
3067|2804669|||||||0|[' chlorisondamine ']|0.777778|||
3068|2804922|||||||0||1|||
3069|2804978|||||||0|[ ' methotrexate ']|1|1||1
3070|2804982|||||||0|[' 7-hydroxymethotrexate ', ' methotrexate ']|1|1||1
3071|2804983|||||||0|[' 2,2,4-trimethylpentane ', ' gasoline ', ' n-ethyl-n-hydroxyethylnitrosamine ']|1|1|1|
3072|2804994|||||||0|[' carbamazepine ', ' lamotrigine ']|1|||1
3073|2805155|||||||0|[' progesterone ']|0.777778|1||1
3074|2805243|||||||0|[' adenine ', ' inosine ', ' phosphate ']|0.888889|1||1
3075|2805262|||||||0|[' encainide ']|1|||
3076|2805304|||||||0||1|||
3077|2805360|||||||0|[' benzoate ']|0.777778|||
3078|2805435|||||||0|[' chloride ', ' lithium ', ' nisoldipine ']|1|1||1
3079|2805551|||||||0|[' theophylline ']|1|1||1
3080|2805585|||||||0||0.888889|||
3081|2805771|||||||0|[' trazodone ']|0.777778|||
3082|2805953|||||||0||1|||
3083|2806106|||||||0|[' cholesterol ', ' lovastatin ']|0.888889|1||1
3084|2806168|||||||0||0.777778|||
3085|2806181|||||||0|[' furosemide ', ' glycogen ']|1|1||1
3086|2806195|||||||0||1|||
3087|2806218|||||||0||0.777778|||
3088|2806348|||||||0|[' albumin ', ' bilirubin ']|1|1||
3089|2806369|||||||0|[' disulfiram ', ' ethanol ']|1|1|1|1
3090|2806457|||||||0|[' corticosterone ', ' ethanol ', ' sucrose ']|0.888889|1|1|1
3091|2806529|||||||0|[' corticosterone ']|1|||1
3092|2806530|||||||0|[' aniline ', ' ethylmorphine ', ' nicotinic acid ']|0.888889|1||1
3093|2806535|||||||0|[' nifedipine ']|0.888889|||
3094|2806703|||||||0|[' gliclazide ']|0.888889|||
3095|2806714|||||||0|[' atenolol ']|1|||1
3096|2806878|||||||0|[' testosterone ']|0.888889|1||
3097|2806945|||||||0|[' luminol ', ' silica ', ' silica gel ']|1|1|1|1
3098|2806955|||||||0|[' copper ']|0.888889|1|1|
3099|2806969|||||||0|[' cadmium ', ' lead ', ' mercury ']|0.888889|1||
3100|2807101|||||||0|[' nitrite ', ' sodium nitrite ']|0.888889|1|1|1
3101|2807102|||||||0|['propylene glycol']|1|||
3102|2807104|||||||0|[' albumin ', ' alpha-amylase ', ' bacillus subtilis ', ' phosphorus ']|0.777778|1|1|
3103|2807147|||||||0||0.888889|||
3104|2807158|||||||0|[' aniline ', ' collagen ']|0.888889|1||
3105|2807161|||||||0|[' acetate ', ' ammonia ', ' ammonium ', ' ammonium acetate ', ' carnitine ']|1|1|1|1
3106|2807515|||||||0|[' clonidine ', ' ethanol ']|0.888889|1|1|1
3107|2807558|||||||0|[' enoxacin ']|0.777778|||
3108|2807560|||||||0|[' enoxacin ']|0.777778|||
3109|2807561|||||||0|[' amoxicillin ', ' enoxacin ']|0.777778|||
3110|2807585|||||||0|[' acetic acid ', ' gossypol ']|0.888889|1|1|1
3111|2807618|||||||0|[' nifurtimox ']|1|||
3112|2807621|||||||0|[' ambroxol ', ' clenbuterol ']|1|||
3113|2807627|||||||0|[' ci-959 ']|0.777778|||1
3114|2807635|||||||0|[' 3-methylcholanthrene ', ' aniline ', ' endotoxin ', ' phenobarbital ']|0.888889|1||1
3115|2807790|||||||0|[' ascorbic acid ', ' d-glucose ', ' dehydroascorbic acid ', ' phloretin ']|0.888889|1||
3116|2807822|||||||0|[' hydroxylamine ']|0.777778|1||
3117|2808194|||||||0|[' fleroxacin ', ' ofloxacin ', ' temafloxacin ']|1|||1
3118|2808212|||||||0|[' meropenem ']|1|||
3119|2808478|||||||0|[' buthionine sulfoximine ', ' cisplatin ', ' glutathione ']|1|1||
3120|2808745|||||||0|[' minoxidil ']|1|||
3121|2808746|||||||0|[' nifedipine ']|0.888889|||
3122|2808856|||||||0|[' aldosterone ', ' glycogen ', ' phosphoenolpyruvate ']|0.888889|1||
3123|2809159|||||||0|[' galactose ', ' glutathione ']|1|1||
3124|2809162|||||||0||0.777778|||
3125|2809180|||||||0|[' nickel ']|1|1||
3126|2809192|||||||0||0.888889|||
3127|2809454|||||||0|[' netilmicin ', ' tobramycin ']|1|||
3128|2809484|||||||0|[' epidermal growth factor ']|0.888889|||
3129|2809583|||||||0|[' tyrosine ']|0.888889|1||
3130|2809589|||||||0|[' aminooxyacetic acid ']|0.777778|1|1|
3131|2809598|||||||0|[' chloral ', ' chloral hydrate ', ' gamma-glutamylcysteine ', ' glutathione ', ' n-acetylcysteine ']|1|1||
3132|2809727|||||||0||1|||
3133|2809747|||||||0|[' boronic acid ', ' technetium ']|0.777778|1||
3134|2809756|||||||0|[' ethyl cysteinate ']|0.777778|||
3135|2809779|||||||0|[' phenobarbital ']|0.777778|||
3136|2900012|||||||0|['chlordemethyldiazepam']|1|1||
3137|2900185|||||||0|[' benalfocin ']|0.777778|||
3138|2900311|||||||0||1|||
3139|2900404|||||||0|[' dihydropyridine ', ' felodipine ']|0.888889|1|1|
3140|2900546|||||||0|[' cimetidine ', ' famotidine ', ' histamine ', ' ranitidine ']|0.777778|1||1
3141|2900606|||||||0|[' adenosine ', ' camp ', ' cirazoline ', ' norepinephrine ', ' rauwolscine ', ' vasopressin ']|0.777778|1||1
3142|2900610|||||||0|[' isoflurane ', ' nitrous oxide ', ' vecuronium ']|1|1||
3143|2900664|||||||0|[' dopamine ', ' phenylalanine ', ' retinal ', ' streptozotocin ', ' tyrosine ', ' valine ']|1|1||1
3144|2900724|||||||0|[' acetaminophen ', ' metyrapone ', ' sulfate ']|1|1|1|1
3145|2900725|||||||0|[' ethanol ', ' urethane ']|1|1|1|1
3146|2900727|||||||0||1|||
3147|2900728|||||||0|[' acetaminophen ', ' glutathione ']|0.888889|1|1|1
3148|2900729|||||||0|[' phencyclidine ']|0.888889|||
3149|2900732|||||||0|[' 4-fluorophenoxy ', ' cisapride ', ' piperidine ']|0.888889|1||
3150|2900733|||||||0|[' 4-fluorophenoxy ', ' benzamide ', ' cisapride ', ' piperidine ', ' sulfate ']|1|1||
3151|2900736|||||||0|['Butyl acrylate']|1|||
3152|2900737|||||||0|[' methyl carbamate ']|1|1||1
3153|2900740|||||||0|[' copper ', ' zinc ']|1|1|1|
3154|2900742|||||||0|[' phenobarbital ']|1|||
3155|2900743|||||||0|[' colchicine ']|1|1||1
3156|2900744|||||||0|[' albumin ', ' erythritol ', ' glutathione ', ' glycerol ', ' isosorbide ', ' mannitol ', ' nitrate ', ' pentaerythritol ', ' pentaerythritol tetranitrate ']|0.777778|1|1|1
3157|2900817|||||||0|[' etintidine ']|0.888889|1||
3158|2900834|||||||0|['glutamate', 'alanine', 'glutamine']|1|||
3159|2900839|||||||0|[' clofibrate ', ' fenofibrate ']|0.888889|||1
3160|2900843|||||||0|[' somatostatin ']|1|1||
3161|2900861|||||||0||0.888889|||
3162|2900890|||||||0|[' morphine ', ' naloxone ', ' oxytocin ', ' urethane ']|0.888889|1||1
3163|2901019|||||||0|[' chlorisondamine ', ' epinephrine ', ' morphine ', ' norepinephrine ']|0.777778|1||1
3164|2901082|||||||0|[' chlorpromazine ', ' haloperidol ', ' sulpiride ', ' thiothixene ']|1|||1
3165|2901121|||||||0|[' remoxipride ']|0.888889|||
3166|2901125|||||||0|[' diazepam ', ' lorazepam ']|0.777778|1||
3167|2901147|||||||0|[' acetaminophen ', ' gamma-glutamylcysteine ', ' glutathione ', ' selenite ', ' selenium ', ' sodium selenite ']|1|1|1|1
3168|2901229|||||||0|[' growth hormone ', ' somatostatin ']|0.777778|1||
3169|2901363|||||||0|[' atipamezole ', ' detomidine ', ' serotonin ']|1|||
3170|2901378|||||||0|[' glycogen ', ' insulin ', ' metformin ']|0.888889|1||1
3171|2901435|||||||0|[' atenolol ', ' isoproterenol ', ' nadolol ']|0.777778|||1
3172|2901469|||||||0|[' 3-hydroxymethylantipyrine ', ' 4-hydroxyantipyrine ']|1|||
3173|2901471|||||||0|[' phenprocoumon ']|1|||
3174|2901472|||||||0|[' amiloride ', ' cinnarizine ', ' diltiazem ', ' flunarizine ', ' hydralazine ', ' nifedipine ', ' nimodipine ', ' nitrendipine ', ' prenylamine ']|1|||
3175|2901508|||||||0|[ ' hydrocarbons ']|1||1|
3176|2901673|||||||0|[' carbamazepine ', ' dopamine ']|1|||1
3177|2901740|||||||0|[' glycine ', ' homoserine ']|0.777778|1||
3178|2901930|||||||0|[' cimetidine ', ' indomethacin ', ' ranitidine ', ' sulindac ']|1|1||1
3179|2901949|||||||0|[' somatostatin ']|0.888889|1||
3180|2901969|||||||0|[' albumin ', ' insulin ', ' propranolol ']|0.777778|||
3181|2901982|||||||0|[' glutathione ', ' ozone ']|1|1||
3182|2902101|||||||0||0.777778|||
3183|2902195|||||||0|[' clonidine ', ' tyrosine ']|0.777778|1||
3184|2902196|||||||0|[' dopamine ']|1|||
3185|2902238|||||||0||0.777778|||
3186|2902554|||||||0|[ ' somatostatin ']|1|1||
3187|2902710|||||||0|[' permethrin ']|1||1|1
3188|2902816|||||||0|[' bromide ', ' pancuronium ', ' pancuronium bromide ', ' vecuronium ', ' vecuronium bromide ']|0.888889|||
3189|2902822|||||||0|[' 2-acetylaminofluorene ', ' methanesulfonate ', ' methyl methanesulfonate ', ' n-nitrosodiethylamine ', ' n-nitrosodimethylamine ', ' phenobarbital ']|0.888889|1||1
3190|2902874|||||||0|[' famotidine ', ' histamine ']|1|1||1
3191|2902884|||||||0|[' adenosine ', ' adenosine triphosphate ', ' triphosphate ']|1|1||
3192|2903017|||||||0||1|||
3193|2903018|||||||0|[' acetaminophen ', ' diethylstilbestrol ', ' valproic acid ']|1|1|1|1
3194|2903019|||||||0|['diisopropylfluorophosphate']|1|1||
3195|2903020|||||||0|[' acetic acid ']|1|1|1|1
3196|2903025|||||||0|[' succinimide ', ' triethanolamine ']|1|1|1|1
3197|2903029|||||||0|[' deet ']|1|1|1|1
3198|2903031|||||||0||1|||
3199|2903033|||||||0|[' ketoprofen ']|1|1||
3200|2903233|||||||0|[' rauwolscine ']|0.777778|||
3201|2903451|||||||0|[' dopamine ', ' homovanillic acid ', ' sch 23390 ']|0.777778|1||
3202|2903509|||||||0|[' dopamine ', ' homovanillic acid ', ' norepinephrine ']|1|1||1
3203|2903623|||||||0|[' pyrimethamine ', ' sulfadoxine ']|1|||1
3204|2903674|||||||0|[' endotoxin ', ' insulin ', ' phentolamine ', ' propranolol ']|1|||
3205|2903762|||||||0|[' histamine ', ' mifentidine ']|1|1||
3206|2903827|||||||0|[' xamoterol ']|1|||
3207|2903839|||||||0|[' cholesterol ']|1|1||
3208|2903866|||||||0|[' arginine ', ' somatostatin ']|0.888889|1||
3209|2903919|||||||0|[' bicarbonate ']|0.777778|||
3210|2904152|||||||0|[' growth hormone ']|0.777778|||
3211|2904269|||||||0|[' insulin ', ' somatostatin ']|0.888889|1||
3212|2904270|||||||0|[' digoxin ', ' homovanillic acid ', ' ibopamine ']|1|1||1
3213|2904311|||||||0|[' famotidine ']|0.888889|||1
3214|2904360|||||||0|[' testosterone ']|0.777778|1||
3215|2904371|||||||0|[' temazepam ']|0.888889|||
3216|2904398|||||||0|[' bretylium ', ' epinephrine ', ' glycogen ', ' norepinephrine ']|0.888889|1||1
3217|2904425|||||||0|[' acetic acid ', ' gossypol ', ' testosterone ', ' testosterone propionate ']|0.777778|1|1|1
3218|2904668|||||||0|[' dopamine ', ' mdma ', ' serotonin ', ' silver ', ' tyrosine ']|0.777778|1|1|
3219|2904768|||||||0|[' atropine ', ' insulin ', ' sulfate ']|0.777778|1||
3220|2904819|||||||0|[' creatine ', ' propranolol ']|0.777778|1||1
3221|2904820|||||||0|[' creatine ', ' ethanol ', ' insulin ']|1|1|1|1
3222|2904827|||||||0|[' acetaldehyde ', ' ethanol ']|0.777778|1|1|1
3223|2904835|||||||0|[' n-nitrosodiethanolamine ']|1|1|1|1
3224|2904851|||||||0|[' aniline ', ' cadmium ', ' cadmium chloride ', ' chloride ', ' ethylmorphine ', ' hexobarbital ']|0.777778|1|1|1
3225|2904865|||||||0|[' aniline ', ' cadmium ', ' cadmium chloride ', ' chloride ', ' ethylmorphine ']|1|1|1|1
3226|2904884|||||||0|[' xamoterol ']|1|||
3227|2904924|||||||0|['tri-(2-ethylhexyl)-trimellate']|1|||
3228|2905002|||||||0|[' dopamine ', ' homovanillic acid ']|0.777778|1||
3229|2905150|||||||0|[' carebastine ', ' ebastine ', ' histamine ']|1|1||
3230|2905248|||||||0|[' acetate ', ' roxatidine ', ' roxatidine acetate ']|1|||
3231|2905249|||||||0|[' acetate ', ' roxatidine ', ' roxatidine acetate ']|1|||
3232|2905250|||||||0|[' acetate ', ' cimetidine ', ' roxatidine ', ' roxatidine acetate ']|1|||
3233|2905253|||||||0|[' acetate ', ' roxatidine ', ' roxatidine acetate ']|0.777778|||
3234|2905258|||||||0|[' isoxsuprine ', ' phospholipid ', ' sucrose ']|1|1|1|1
3235|2905310|||||||0|[' carbon tetrachloride ', ' cephaloridine ', ' chloride ', ' dichromate ', ' gentamicin ', ' glutathione ', ' mercuric chloride ', ' potassium dichromate ']|0.777778|1|1|1
3236|2905529|||||||0|[' dopamine ', ' haloperidol ']|0.777778|||1
3237|2905595|||||||0|[' ethanol ']|0.888889|1|1|1
3238|2905658|||||||0|[' buspirone ', ' clonidine ', ' gepirone ', ' ipsapirone ']|0.888889|1||1
3239|2905709|||||||0|[' cimetidine ', ' ranitidine ', ' tocainide ']|1|||1
3240|2905865|||||||0|[' histamine ']|1|1||
3241|2905911|||||||0|[' angiotensin ii ', ' flurbiprofen ', ' saralasin ']|0.777778|||1
3242|2905991|||||||0|[' cimetidine ', ' histamine ', ' ibuprofen ', ' nizatidine ']|1|1||1
3243|2906007|||||||0|[' dopamine ', ' serotonin ', ' yohimbine ']|1|||
3244|2906023|||||||0|[' glutamic acid ', ' hexachlorophene ', ' tyrosine ']|0.888889|1|1|1
3245|2906083|||||||0|[' somatostatin ', ' urethane ']|0.888889|1||1
3246|2906159|||||||0|[' chlorpromazine ', ' dopamine ']|0.777778|||
3247|2906242|||||||0||0.777778|||
3248|2906255|||||||0|[' etintidine ']|1|1||
3249|2906283|||||||0|[' ammonia ', ' uric acid ']|1|1|1|1
3250|2906295|||||||0|[' nitrendipine ', ' tetrodotoxin ']|1|||
3251|2906367|||||||0|[' betaxolol ']|1|||
3252|2906542|||||||0|[' acetate ', ' ethanol ', ' theophylline ']|0.777778|1|1|1
3253|2906589|||||||0|[' lovastatin ']|1|1||1
3254|2906590|||||||0|[' acetate ', ' albumin ', ' cholesterol ']|1|1||
3255|2906591|||||||0|[' butanoic acid ', ' leukotriene d4 ']|0.777778|1||1
3256|2906592|||||||0|[' butanoic acid ']|0.777778|1||1
3257|2906597|||||||0|['citral']|1|||
3258|2906600|||||||0|[' (s)-acenocoumarol ', ' acenocoumarol ', ' phenylbutazone ']|0.777778|1||1
3259|2906601|||||||0|['cyclosporine']|1|||
3260|2906602|||||||0|[' dopamine ']|1|||
3261|2906604|||||||0|[' 3-methylcholanthrene ', ' p-menthane-3,8-diol ', ' phenobarbital ']|1|1||1
3262|2906643|||||||0|[' clorazepate ', ' desmethyldiazepam ', ' diazepam ']|1|1||
3263|2906749|||||||0|[' fluphenazine ', ' haloperidol ']|0.777778|1||1
3264|2906797|||||||0|[' dopamine ', ' nicergoline ']|0.777778|||
3265|2906864|||||||0|[' 5-hydroxyindole ', ' acetic acid ', ' dopamine ', ' ethanol ', ' inositol ', ' phospholipid ', ' serotonin ']|0.888889|1|1|1
3266|2906876|||||||0|[' mifentidine ']|1|||
3267|2906898|||||||0|[' aldosterone ']|1|1||
3268|2907009|||||||0|[' heptabarbital ']|1|||
3269|2907021|||||||0|[' mepivacaine ']|1|1||
3270|2907188|||||||0||0.888889|||
3271|2907263|||||||0||1|||
3272|2907434|||||||0|[' bilirubin ']|0.777778|1||
3273|2907445|||||||0|[' biotin ']|0.888889|1||1
3274|2907453|||||||0|[' phenobarbital ']|1|||
3275|2907455|||||||0|[' 3,4-dihydroxyphenylacetic acid ', ' homovanillic acid ', ' ibopamine ', ' sulfate ']|1|1|1|
3276|2907460|||||||0|[' cotinine ', ' nicotine ']|1|1|1|1
3277|2907464|||||||0|[' valproic acid ']|1|||1
3278|2907465|||||||0|['letosteine']|1|||
3279|2907466|||||||0|[' disopyramide ']|1|||
3280|2907467|||||||0||1|||
3281|2907468|||||||0|['dimethylheptyl homolog (DMH) of CBD']|1|||
3282|2907484|||||||0|[' dopamine ', ' methamphetamine ']|0.777778|1||
3283|2907518|||||||0|['(R)-2-(methoxymethyl)-1-[(7-oxo-8-phenyl-7H-thieno[2,3-a]quinolizin+ ++- 10-yl)carbonyl]pyrrolidine']|0.888889|1||
3284|2907520|||||||0|[' metoprolol ', ' propranolol ']|0.888889|||1
3285|2907537|||||||0|[' histamine ']|0.777778|1||
3286|2907545|||||||0|[' 8-phenyltheophylline ', ' glycerol ', ' inulin ']|1|1|1|1
3287|2907556|||||||0|[' albumin ']|1|||
3288|2907568|||||||0|[' 4-methylpyrazole ']|1|1||
3289|2907571|||||||0|[' aspirin ']|0.888889|1|1|1
3290|2907579|||||||0|[' ammonium ', ' cotinine ', ' nicotine ']|0.777778|1|1|1
3291|2907583|||||||0|[' morphine ']|1|||
3292|2907622|||||||0|[' dichloromethane ', ' dopamine ']|0.777778|1|1|
3293|2907626|||||||0|[' atenolol ', ' phentolamine ']|0.888889|||1
3294|2907786|||||||0|[' diazepine ']|1|||
3295|2908013|||||||0|[' 5-aminosalicylic acid ']|1|1|1|1
3296|2908048|||||||0|[' diazepam ', ' oxazepam ']|0.888889|1||1
3297|2908109|||||||0|[' cetirizine ']|1|||
3298|2908134|||||||0|[' bromazepam ']|0.777778|||
3299|2908721|||||||0|[' isoproterenol ', ' nadolol ']|0.888889|||
3300|2908805|||||||0|[' terazosin ']|1|||
3301|2908841|||||||0|[' retinal ', ' retinol ', ' vitamin a ']|1|1||1
3302|2908850|||||||0|[' etoposide ', ' uracil ']|1|1||1
3303|2908871|||||||0|[' bilirubin ', ' cholesterol ', ' glycerol ', ' heparin ', ' oleic acid ', ' silicon ']|1|1|1|1
3304|2909288|||||||0|[' furosemide ', ' platinum ']|1|1||1
3305|2909292|||||||0||1|||
3306|2909367|||||||0||0.888889|||
3307|2909371|||||||0||1|||
3308|2909374|||||||0|[' testosterone ']|0.777778|1||
3309|2909412|||||||0|[' insulin ', ' vasopressin ']|1|||
3310|2909419|||||||0|[' cholesterol ', ' cholic acid ']|1|1||
3311|2909663|||||||0|[' cisplatin ', ' platinum ']|1|1||
3312|2909752|||||||0|[' trimetrexate ']|1|||
3313|2909830|||||||0|[' adenine ', ' aspirin ', ' endotoxin ']|1|1|1|1
3314|2909831|||||||0|[' aspartame ', ' phenylalanine ']|1|1||1
3315|2909980|||||||0|[' cotinine ']|1|1||1
3316|3000229|||||||0|[' dexamethasone ']|0.888889|1||1
3317|3000320|||||||0||0.777778|||
3318|3000389|||||||0|[' alacepril ', ' captopril ']|0.777778|||
3319|3000390|||||||0|[' alacepril ', ' captopril ']|0.777778|||
3320|3000465|||||||0|[' butane ', ' ethane ', ' human chorionic gonadotropin ', ' testosterone ']|0.888889|1||
3321|3000466|||||||0|[' ouabain ']|0.777778|1||1
3322|3000565|||||||0|[' 1,25-dihydroxycholecalciferol ']|0.888889|||
3323|3000744|||||||0|[' acetate ', ' testosterone ']|1|1||
3324|3000746|||||||0||1|||
3325|3000761|||||||0|[' nitrogen dioxide ', ' sulfur ', ' sulfur dioxide ', ' sulfuric acid ']|1|1|1|
3326|3000790|||||||0|[' etoposide ', ' lead ']|1|1||1
3327|3000793|||||||0|[' propranolol ']|1|||
3328|3000796|||||||0|[' penbutolol ']|1|||
3329|3000857|||||||0|[' chlorpropamide ', ' insulin ']|0.777778|||1
3330|3000963|||||||0|[' 4-hydroxyphenyl retinamide ', ' collagenase ']|0.777778|1||
3331|3001149|||||||0|[' docosahexaenoic acid ', ' eicosapentaenoic acid ', ' fish oil ', ' thromboxane ']|0.888889|1||
3332|3001273|||||||0|[' epinephrine ', ' insulin ', ' norepinephrine ', ' phentolamine ', ' propranolol ']|1|1||1
3333|3001281|||||||0|[' corticosterone ', ' mianserin ', ' morphine ', ' naloxone ', ' serotonin ']|0.777778|||1
3334|3001297|||||||0||0.888889|||
3335|3001327|||||||0|[' chlordane ']|0.777778||1|1
3336|3001328|||||||0||0.777778|||
3337|3001405|||||||0||0.888889|||
3338|3001411|||||||0||1|||
3339|3001413|||||||0||0.888889|||
3340|3001415|||||||0|[' 5,8,11,14-eicosatetraynoic acid ', ' arachidonic acid ', ' nordihydroguaiaretic acid ']|0.888889|||1
3341|3001504|||||||0|[' glutathione ', ' glycine ', ' leukotriene b4 ', ' leukotriene c4 ', ' leukotriene e4 ']|1|1||
3342|3001559|||||||0|[ ' cigarette smoke ', ' corticosterone ', ' dopamine ', ' vasopressin ']|0.888889|||1
3343|3001816|||||||0||0.888889|||
3344|3002127|||||||0|[' betamethasone ', ' bromide ', ' ipratropium ', ' ipratropium bromide ', ' leukotriene d4 ', ' methacholine ', ' terbutaline ', ' theophylline ']|0.888889|1||1
3345|3002144|||||||0||1|||
3346|3002389|||||||0|[" 2,2',4,4',5,5'-hexachlorobiphenyl ", ' 2,3,7,8-tetrachlorodibenzo-p-dioxin ', ' 3-methylcholanthrene ', " 3,3',4,4',5-pentachlorobiphenyl ", ' 4-dimethylaminoantipyrine ', ' aldrin ', ' aroclor ', ' aroclor 1254 ', ' biphenyl ', ' ethoxyresorufin ']|0.888889|1|1|1
3347|3002400|||||||0|[' carbon disulfide ', ' disulfiram ', ' phenobarbital ', ' trifluoroacetic acid ']|1|1|1|1
3348|3002403|||||||0|[' ethanol ']|1|1|1|1
3349|3002504|||||||0|[' camp ', ' human chorionic gonadotropin ', ' testosterone ']|0.888889|1||
3350|3002545|||||||0|[' estradiol valerate ', ' muscimol ', ' valerate ']|0.777778|1||
3351|3002702|||||||0|[' thromboxane ']|1|||
3352|3002737|||||||0||1|||
3353|3002780|||||||0|[' asbestos ', ' calcium silicate ']|0.888889|1|1|
3354|3002783|||||||0|[' arachidonic acid ', ' insulin ', ' linoleic acid ', ' streptozotocin ']|0.888889|1|1|1
3355|3002878|||||||0|[' camp ', ' imidazole ']|1|1||1
3356|3002879|||||||0|[' cholesterol ', ' insulin ']|1|1||
3357|3002925|||||||0|[' captopril ']|1|||
3358|3002926|||||||0|[' angiotensin ii ', ' captopril ']|1|||
3359|3003020|||||||0|[' aldosterone ', ' atenolol ']|0.888889|1||1
3360|3003183|||||||0||0.888889|||
3361|3003252|||||||0|[' fluoxetine ', ' histamine ']|0.888889|1||
3362|3003288|||||||0|[' angiotensin ii ', ' bradykinin ', ' copper ', ' zinc ']|1|1|1|
3363|3003289|||||||0|[' pectin ']|0.777778|1||
3364|3003291|||||||0|[' acetate ', ' butyrate ']|0.888889|||
3365|3003292|||||||0|[' glutathione ', ' l-methionine ', ' methanethiol ']|0.888889|1||
3366|3003445|||||||0|[' camp ', ' hydrochlorothiazide ']|0.888889|1||1
3367|3003661|||||||0|[' adrenocorticotropic hormone ', ' corticosterone ']|1|||1
3368|3003727|||||||0|[' enalapril ']|1|||
3369|3003964|||||||0|[' captopril ']|0.777778|||
3370|3004236|||||||0|[' aldosterone ', ' corticosterone ']|1|1||1
3371|3004254|||||||0|[' acrylonitrile ', ' adenine ', ' bromoacetaldehyde ', ' phosphate ', ' tetrabutylammonium ']|1|1|1|1
3372|3004323|||||||0|[' imidazole ']|1|1||1
3373|3004382|||||||0|[' dopamine ', ' mercury ', ' methyl mercury ', ' serotonin ']|0.888889|1||
3374|3004484|||||||0|[' ethanol ']|0.777778|1|1|1
3375|3004494|||||||0|[' growth hormone ', ' zinc ']|0.888889|1|1|
3376|3004519|||||||0|[' arachidonic acid ', ' aspirin ', ' collagen ', ' epinephrine ', ' norepinephrine ']|0.888889|1|1|1
3377|3004552|||||||0|[' asbestos ', ' chrysotile ']|1|1|1|
3378|3004725|||||||0|[' etoposide ']|1|||1
3379|3004905|||||||0|[' vasopressin ']|0.888889|||
3380|3004915|||||||0|[' corticosterone ', ' urethane ']|0.888889|1||1
