id|analyte_name_original|fk_analyzed_chemical_id|figure_name|figure_series_identifier|author_comment|time_units_original|conc_units_original|conc_units_normalized|log_concentration_values|loq|loq_units|analytical_method_detail|n_subjects_in_series|fk_subject_id|conc_medium_original|conc_medium_normalized|curator_comment|fk_study_id|radiolabeled|analyte_dtxsid|analyte_casrn|test_substance_dtxsid|test_substance_casrn|fk_test_chemical_id
7894|alpha-Thujone|32||654||min|ng/mL||||||1|33657|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7895|alpha-Thujone|32||654||min|ng/g||||||1|33657|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7896|alpha-Thujone|32||655||min|ng/g||||||1|33658|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7897|alpha-Thujone|32||655||min|ng/mL||||||1|33658|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7898|alpha-Thujone|32||656||min|ng/mL||||||1|33659|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7899|alpha-Thujone|32||656||min|ng/g||||||1|33659|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7900|alpha-Thujone|32||657||min|ng/mL||||||1|33660|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7901|alpha-Thujone|32||657||min|ng/g||||||1|33660|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7902|alpha-Thujone|32||658||min|ng/mL||||||1|33661|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7903|alpha-Thujone|32||658||min|ng/g||||||1|33661|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7904|alpha-Thujone|32||659||min|ng/mL||||||1|33662|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7905|alpha-Thujone|32||659||min|ng/g||||||1|33662|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7906|alpha-Thujone|32||660||min|ng/mL||||||1|33663|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7907|alpha-Thujone|32||660||min|ng/g||||||1|33663|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7908|alpha-Thujone|32||661||min|ng/mL||||||1|33664|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7909|alpha-Thujone|32||661||min|ng/g||||||1|33664|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7910|alpha-Thujone|32||662||min|ng/g||||||1|33665|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7911|alpha-Thujone|32||662||min|ng/mL||||||1|33665|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7912|alpha-Thujone|32||663||min|ng/mL||||||1|33666|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7913|alpha-Thujone|32||663||min|ng/g||||||1|33666|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7914|alpha-Thujone|32||664||min|ng/mL||||||1|33667|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7915|alpha-Thujone|32||664||min|ng/g||||||1|33667|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7916|alpha-Thujone|32||665||min|ng/mL||||||1|33668|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7917|alpha-Thujone|32||665||min|ng/g||||||1|33668|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7918|alpha-Thujone|32||666||min|ng/mL||||||1|33669|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7919|alpha-Thujone|32||666||min|ng/g||||||1|33669|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7920|alpha-Thujone|32||668||min|ng/mL||||||1|33670|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7921|alpha-Thujone|32||668||min|ng/g||||||1|33670|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7922|alpha-Thujone|32||669||min|ng/mL||||||1|33671|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7923|alpha-Thujone|32||669||min|ng/g||||||1|33671|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7924|alpha-Thujone|32||670||min|ng/mL||||||1|33672|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7925|alpha-Thujone|32||670||min|ng/g||||||1|33672|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7926|alpha-Thujone|32||671||min|ng/mL||||||1|33673|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7927|alpha-Thujone|32||671||min|ng/g||||||1|33673|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7928|alpha-Thujone|32||672||min|ng/mL||||||1|33674|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7929|alpha-Thujone|32||672||min|ng/g||||||1|33674|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7930|alpha-Thujone|32||673||min|ng/mL||||||1|33675|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7931|alpha-Thujone|32||673||min|ng/g||||||1|33675|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7932|alpha-Thujone|32||674||min|ng/mL||||||1|33676|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7933|alpha-Thujone|32||674||min|ng/g||||||1|33676|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7934|alpha-Thujone|32||676||min|ng/mL||||||1|33677|plasma|plasma||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7935|alpha-Thujone|32||676||min|ng/g||||||1|33677|brain|brain||1677||DTXSID3026148|546-80-5|DTXSID3040774||34
7936|Glyoxylic acid|283||251||min|ug/mL||||||1|33678|urine|urine||1678||DTXSID5021594||DTXSID4024642||35
7937|Glyoxylic acid|283||252||min|ug/mL||||||1|33679|urine|urine||1678||DTXSID5021594||DTXSID4024642||35
7938|Glyoxylic acid|283||253||min|ug/mL||||||1|33680|urine|urine||1678||DTXSID5021594||DTXSID4024642||35
7939|Glyoxylic acid|283||254||min|ug/mL||||||1|33681|urine|urine||1678||DTXSID5021594||DTXSID4024642||35
7940|Glyoxylic acid|283||255||min|ug/mL||||||1|33682|urine|urine||1678||DTXSID5021594||DTXSID4024642||35
7941|Glyoxylic acid|283||256||min|ug/mL||||||1|33683|urine|urine||1678||DTXSID5021594||DTXSID4024642||35
7942|Glyoxylic acid|283||301||min|ug/mL||||||1|33684|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7943|Glyoxylic acid|283||302||min|ug/mL||||||1|33685|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7944|Glyoxylic acid|283||303||min|ug/mL||||||1|33686|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7945|Glyoxylic acid|283||304||min|ug/mL||||||1|33687|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7946|Glyoxylic acid|283||305||min|ug/mL||||||1|33688|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7947|Glyoxylic acid|283||306||min|ug/mL||||||1|33689|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7948|Glyoxylic acid|283||307||min|ug/mL||||||1|33690|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7949|Glyoxylic acid|283||308||min|ug/mL||||||1|33691|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7950|Glyoxylic acid|283||309||min|ug/mL||||||1|33692|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7951|Glyoxylic acid|283||310||min|ug/mL||||||1|33693|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7952|Glyoxylic acid|283||311||min|ug/mL||||||1|33694|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7953|Glyoxylic acid|283||312||min|ug/mL||||||1|33695|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7954|Glyoxylic acid|283||313||min|ug/mL||||||1|33696|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7955|Glyoxylic acid|283||314||min|ug/mL||||||1|33697|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7956|Glyoxylic acid|283||315||min|ug/mL||||||1|33698|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7957|Glyoxylic acid|283||316||min|ug/mL||||||1|33699|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7958|Glyoxylic acid|283||317||min|ug/mL||||||1|33700|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7959|Glyoxylic acid|283||318||min|ug/mL||||||1|33701|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7960|Glyoxylic acid|283||319||min|ug/mL||||||1|33702|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7961|Glyoxylic acid|283||320||min|ug/mL||||||1|33703|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7962|Glyoxylic acid|283||321||min|ug/mL||||||1|33704|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7963|Glyoxylic acid|283||322||min|ug/mL||||||1|33705|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7964|Glyoxylic acid|283||323||min|ug/mL||||||1|33706|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7965|Glyoxylic acid|283||324||min|ug/mL||||||1|33707|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7966|Glyoxylic acid|283||325||min|ug/mL||||||1|33708|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7967|Glyoxylic acid|283||326||min|ug/mL||||||1|33709|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7968|Glyoxylic acid|283||327||min|ug/mL||||||1|33710|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7969|Glyoxylic acid|283||328||min|ug/mL||||||1|33711|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7970|Glyoxylic acid|283||329||min|ug/mL||||||1|33712|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7971|Glyoxylic acid|283||330||min|ug/mL||||||1|33713|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7972|Glyoxylic acid|283||331||min|ug/mL||||||1|33714|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7973|Glyoxylic acid|283||332||min|ug/mL||||||1|33715|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7974|Glyoxylic acid|283||333||min|ug/mL||||||1|33716|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7975|Glyoxylic acid|283||334||min|ug/mL||||||1|33717|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7976|Glyoxylic acid|283||335||min|ug/mL||||||1|33718|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7977|Glyoxylic acid|283||336||min|ug/mL||||||1|33719|plasma|plasma||1679||DTXSID5021594||DTXSID4024642||35
7978|Glyoxylic acid|283||351||min|ug/mL||||||1|33720|urine|urine||1679||DTXSID5021594||DTXSID4024642||35
7979|Glyoxylic acid|283||352||min|ug/mL||||||1|33721|urine|urine||1679||DTXSID5021594||DTXSID4024642||35
7980|Glyoxylic acid|283||353||min|ug/mL||||||1|33722|urine|urine||1679||DTXSID5021594||DTXSID4024642||35
7981|Glyoxylic acid|283||354||min|ug/mL||||||1|33723|urine|urine||1679||DTXSID5021594||DTXSID4024642||35
7982|Glyoxylic acid|283||355||min|ug/mL||||||1|33724|urine|urine||1679||DTXSID5021594||DTXSID4024642||35
7983|Glyoxylic acid|283||356||min|ug/mL||||||1|33725|urine|urine||1679||DTXSID5021594||DTXSID4024642||35
7984|Oxalic acid |284||251||min|ug/mL||||||1|33678|urine|urine||1678||DTXSID0025816||DTXSID4024642||35
7985|Oxalic acid |284||252||min|ug/mL||||||1|33679|urine|urine||1678||DTXSID0025816||DTXSID4024642||35
7986|Oxalic acid |284||253||min|ug/mL||||||1|33680|urine|urine||1678||DTXSID0025816||DTXSID4024642||35
7987|Oxalic acid |284||254||min|ug/mL||||||1|33681|urine|urine||1678||DTXSID0025816||DTXSID4024642||35
7988|Oxalic acid |284||255||min|ug/mL||||||1|33682|urine|urine||1678||DTXSID0025816||DTXSID4024642||35
7989|Oxalic acid |284||256||min|ug/mL||||||1|33683|urine|urine||1678||DTXSID0025816||DTXSID4024642||35
7990|Oxalic acid |284||301||min|ug/mL||||||1|33684|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7991|Oxalic acid |284||302||min|ug/mL||||||1|33685|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7992|Oxalic acid |284||303||min|ug/mL||||||1|33686|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7993|Oxalic acid |284||304||min|ug/mL||||||1|33687|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7994|Oxalic acid |284||305||min|ug/mL||||||1|33688|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7995|Oxalic acid |284||306||min|ug/mL||||||1|33689|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7996|Oxalic acid |284||307||min|ug/mL||||||1|33690|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7997|Oxalic acid |284||308||min|ug/mL||||||1|33691|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7998|Oxalic acid |284||309||min|ug/mL||||||1|33692|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
7999|Oxalic acid |284||310||min|ug/mL||||||1|33693|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8000|Oxalic acid |284||311||min|ug/mL||||||1|33694|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8001|Oxalic acid |284||312||min|ug/mL||||||1|33695|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8002|Oxalic acid |284||313||min|ug/mL||||||1|33696|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8003|Oxalic acid |284||314||min|ug/mL||||||1|33697|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8004|Oxalic acid |284||315||min|ug/mL||||||1|33698|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8005|Oxalic acid |284||316||min|ug/mL||||||1|33699|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8006|Oxalic acid |284||317||min|ug/mL||||||1|33700|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8007|Oxalic acid |284||318||min|ug/mL||||||1|33701|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8008|Oxalic acid |284||319||min|ug/mL||||||1|33702|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8009|Oxalic acid |284||320||min|ug/mL||||||1|33703|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8010|Oxalic acid |284||321||min|ug/mL||||||1|33704|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8011|Oxalic acid |284||322||min|ug/mL||||||1|33705|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8012|Oxalic acid |284||323||min|ug/mL||||||1|33706|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8013|Oxalic acid |284||324||min|ug/mL||||||1|33707|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8014|Oxalic acid |284||325||min|ug/mL||||||1|33708|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8015|Oxalic acid |284||326||min|ug/mL||||||1|33709|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8016|Oxalic acid |284||327||min|ug/mL||||||1|33710|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8017|Oxalic acid |284||328||min|ug/mL||||||1|33711|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8018|Oxalic acid |284||329||min|ug/mL||||||1|33712|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8019|Oxalic acid |284||330||min|ug/mL||||||1|33713|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8020|Oxalic acid |284||331||min|ug/mL||||||1|33714|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8021|Oxalic acid |284||332||min|ug/mL||||||1|33715|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8022|Oxalic acid |284||333||min|ug/mL||||||1|33716|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8023|Oxalic acid |284||334||min|ug/mL||||||1|33717|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8024|Oxalic acid |284||335||min|ug/mL||||||1|33718|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8025|Oxalic acid |284||336||min|ug/mL||||||1|33719|plasma|plasma||1679||DTXSID0025816||DTXSID4024642||35
8026|Oxalic acid |284||351||min|ug/mL||||||1|33720|urine|urine||1679||DTXSID0025816||DTXSID4024642||35
8027|Oxalic acid |284||352||min|ug/mL||||||1|33721|urine|urine||1679||DTXSID0025816||DTXSID4024642||35
8028|Oxalic acid |284||353||min|ug/mL||||||1|33722|urine|urine||1679||DTXSID0025816||DTXSID4024642||35
8029|Oxalic acid |284||354||min|ug/mL||||||1|33723|urine|urine||1679||DTXSID0025816||DTXSID4024642||35
8030|Oxalic acid |284||355||min|ug/mL||||||1|33724|urine|urine||1679||DTXSID0025816||DTXSID4024642||35
8031|Oxalic acid |284||356||min|ug/mL||||||1|33725|urine|urine||1679||DTXSID0025816||DTXSID4024642||35
8032|Glyoxylic acid|283||251||min|ug/mL||||||1|33678|urine|urine||1680||DTXSID5021594||DTXSID1023815||36
8033|Glyoxylic acid|283||252||min|ug/mL||||||1|33679|urine|urine||1680||DTXSID5021594||DTXSID1023815||36
8034|Glyoxylic acid|283||253||min|ug/mL||||||1|33680|urine|urine||1680||DTXSID5021594||DTXSID1023815||36
8035|Glyoxylic acid|283||301||min|ug/mL||||||1|33684|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8036|Glyoxylic acid|283||302||min|ug/mL||||||1|33685|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8037|Glyoxylic acid|283||303||min|ug/mL||||||1|33686|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8038|Glyoxylic acid|283||304||min|ug/mL||||||1|33687|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8039|Glyoxylic acid|283||305||min|ug/mL||||||1|33688|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8040|Glyoxylic acid|283||306||min|ug/mL||||||1|33689|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8041|Glyoxylic acid|283||307||min|ug/mL||||||1|33690|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8042|Glyoxylic acid|283||308||min|ug/mL||||||1|33691|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8043|Glyoxylic acid|283||309||min|ug/mL||||||1|33692|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8044|Glyoxylic acid|283||310||min|ug/mL||||||1|33693|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8045|Glyoxylic acid|283||311||min|ug/mL||||||1|33694|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8046|Glyoxylic acid|283||312||min|ug/mL||||||1|33695|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8047|Glyoxylic acid|283||313||min|ug/mL||||||1|33696|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8048|Glyoxylic acid|283||314||min|ug/mL||||||1|33697|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8049|Glyoxylic acid|283||315||min|ug/mL||||||1|33698|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8050|Glyoxylic acid|283||316||min|ug/mL||||||1|33699|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8051|Glyoxylic acid|283||317||min|ug/mL||||||1|33700|plasma|plasma||1681||DTXSID5021594||DTXSID1023815||36
8052|Glyoxylic acid|283||351||min|ug/mL||||||1|33720|urine|urine||1681||DTXSID5021594||DTXSID1023815||36
8053|Glyoxylic acid|283||352||min|ug/mL||||||1|33721|urine|urine||1681||DTXSID5021594||DTXSID1023815||36
8054|Glyoxylic acid|283||353||min|ug/mL||||||1|33722|urine|urine||1681||DTXSID5021594||DTXSID1023815||36
8055|Oxalic acid|284||251||min|ug/mL||||||1|33678|urine|urine||1680||DTXSID0025816||DTXSID1023815||36
8056|Oxalic acid|284||252||min|ug/mL||||||1|33679|urine|urine||1680||DTXSID0025816||DTXSID1023815||36
8057|Oxalic acid|284||253||min|ug/mL||||||1|33680|urine|urine||1680||DTXSID0025816||DTXSID1023815||36
8058|Oxalic acid|284||301||min|ug/mL||||||1|33684|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8059|Oxalic acid|284||302||min|ug/mL||||||1|33685|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8060|Oxalic acid|284||303||min|ug/mL||||||1|33686|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8061|Oxalic acid|284||304||min|ug/mL||||||1|33687|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8062|Oxalic acid|284||305||min|ug/mL||||||1|33688|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8063|Oxalic acid|284||306||min|ug/mL||||||1|33689|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8064|Oxalic acid|284||307||min|ug/mL||||||1|33690|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8065|Oxalic acid|284||308||min|ug/mL||||||1|33691|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8066|Oxalic acid|284||309||min|ug/mL||||||1|33692|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8067|Oxalic acid|284||310||min|ug/mL||||||1|33693|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8068|Oxalic acid|284||311||min|ug/mL||||||1|33694|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8069|Oxalic acid|284||312||min|ug/mL||||||1|33695|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8070|Oxalic acid|284||313||min|ug/mL||||||1|33696|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8071|Oxalic acid|284||314||min|ug/mL||||||1|33697|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8072|Oxalic acid|284||315||min|ug/mL||||||1|33698|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8073|Oxalic acid|284||316||min|ug/mL||||||1|33699|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8074|Oxalic acid|284||317||min|ug/mL||||||1|33700|plasma|plasma||1681||DTXSID0025816||DTXSID1023815||36
8075|Oxalic acid|284||351||min|ug/mL||||||1|33720|urine|urine||1681||DTXSID0025816||DTXSID1023815||36
8076|Oxalic acid|284||352||min|ug/mL||||||1|33721|urine|urine||1681||DTXSID0025816||DTXSID1023815||36
8077|Oxalic acid|284||353||min|ug/mL||||||1|33722|urine|urine||1681||DTXSID0025816||DTXSID1023815||36
8078|Glyoxylic acid|283||251||min|ug/mL||||||1|33678|urine|urine||1682||DTXSID5021594||DTXSID2020428||37
8079|Glyoxylic acid|283||252||min|ug/mL||||||1|33679|urine|urine||1682||DTXSID5021594||DTXSID2020428||37
8080|Glyoxylic acid|283||253||min|ug/mL||||||1|33680|urine|urine||1682||DTXSID5021594||DTXSID2020428||37
8081|Glyoxylic acid|283||301||min|ug/mL||||||1|33684|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8082|Glyoxylic acid|283||302||min|ug/mL||||||1|33685|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8083|Glyoxylic acid|283||303||min|ug/mL||||||1|33686|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8084|Glyoxylic acid|283||304||min|ug/mL||||||1|33687|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8085|Glyoxylic acid|283||305||min|ug/mL||||||1|33688|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8086|Glyoxylic acid|283||306||min|ug/mL||||||1|33689|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8087|Glyoxylic acid|283||307||min|ug/mL||||||1|33690|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8088|Glyoxylic acid|283||308||min|ug/mL||||||1|33691|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8089|Glyoxylic acid|283||309||min|ug/mL||||||1|33692|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8090|Glyoxylic acid|283||310||min|ug/mL||||||1|33693|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8091|Glyoxylic acid|283||311||min|ug/mL||||||1|33694|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8092|Glyoxylic acid|283||312||min|ug/mL||||||1|33695|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8093|Glyoxylic acid|283||313||min|ug/mL||||||1|33696|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8094|Glyoxylic acid|283||314||min|ug/mL||||||1|33697|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8095|Glyoxylic acid|283||315||min|ug/mL||||||1|33698|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8096|Glyoxylic acid|283||316||min|ug/mL||||||1|33699|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8097|Glyoxylic acid|283||317||min|ug/mL||||||1|33700|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8098|Glyoxylic acid|283||318||min|ug/mL||||||1|33701|plasma|plasma||1683||DTXSID5021594||DTXSID2020428||37
8099|Glyoxylic acid|283||351||min|ug/mL||||||1|33720|urine|urine||1683||DTXSID5021594||DTXSID2020428||37
8100|Glyoxylic acid|283||352||min|ug/mL||||||1|33721|urine|urine||1683||DTXSID5021594||DTXSID2020428||37
8101|Glyoxylic acid|283||353||min|ug/mL||||||1|33722|urine|urine||1683||DTXSID5021594||DTXSID2020428||37
8102|Oxalic acid|284||251||min|ug/mL||||||1|33678|urine|urine||1682||DTXSID0025816||DTXSID2020428||37
8103|Oxalic acid|284||252||min|ug/mL||||||1|33679|urine|urine||1682||DTXSID0025816||DTXSID2020428||37
8104|Oxalic acid|284||253||min|ug/mL||||||1|33680|urine|urine||1682||DTXSID0025816||DTXSID2020428||37
8105|Oxalic acid|284||301||min|ug/mL||||||1|33684|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8106|Oxalic acid|284||302||min|ug/mL||||||1|33685|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8107|Oxalic acid|284||303||min|ug/mL||||||1|33686|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8108|Oxalic acid|284||304||min|ug/mL||||||1|33687|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8109|Oxalic acid|284||305||min|ug/mL||||||1|33688|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8110|Oxalic acid|284||306||min|ug/mL||||||1|33689|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8111|Oxalic acid|284||307||min|ug/mL||||||1|33690|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8112|Oxalic acid|284||308||min|ug/mL||||||1|33691|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
8113|Oxalic acid|284||309||min|ug/mL||||||1|33692|plasma|plasma||1683||DTXSID0025816||DTXSID2020428||37
