id|fk_series_id|fk_study_id|fk_chemical_id|calculated_with_invivopkfit|parameter_name|parameter_unit|parameter_value|parameter_value_sd|calculation_date|comment|joint_analysis_studies|reason_for_omittal|loglikelihood|AIC
556|584|||0|AUC||970.691221586||2018-08-08 16:26:46.547433|calculated in Python 3.5 with numpy 1.13.3 trapz||||
557|585|||0|AUC||16.8911099606||2018-08-08 16:26:46.547934|calculated in Python 3.5 with numpy 1.13.3 trapz||||
558|586|||0|AUC||2.61158581013||2018-08-08 16:26:46.548434|calculated in Python 3.5 with numpy 1.13.3 trapz||||
559|587|||0|AUC||0.187628097354||2018-08-08 16:26:46.548934|calculated in Python 3.5 with numpy 1.13.3 trapz||||
560|588|||0|AUC||21.1670272779||2018-08-08 16:26:46.549435|calculated in Python 3.5 with numpy 1.13.3 trapz||||
561|589|||0|AUC||4.98897976924||2018-08-08 16:26:46.549935|calculated in Python 3.5 with numpy 1.13.3 trapz||||
562|590|||0|AUC||0.21292310743||2018-08-08 16:26:46.550435|calculated in Python 3.5 with numpy 1.13.3 trapz||||
563|591|||0|AUC||4.3322348783||2018-08-08 16:26:46.550936|calculated in Python 3.5 with numpy 1.13.3 trapz||||
564|592|||0|AUC||15.7902737849||2018-08-08 16:26:46.551435|calculated in Python 3.5 with numpy 1.13.3 trapz||||
565|593|||0|AUC||0.22556666672||2018-08-08 16:26:46.552437|calculated in Python 3.5 with numpy 1.13.3 trapz||||
566|594|||0|AUC||1.0412524777||2018-08-08 16:26:46.552938|calculated in Python 3.5 with numpy 1.13.3 trapz||||
567|595|||0|AUC||13.9206942194||2018-08-08 16:26:46.553438|calculated in Python 3.5 with numpy 1.13.3 trapz||||
568|596|||0|AUC||210.406667066||2018-08-08 16:26:46.553938|calculated in Python 3.5 with numpy 1.13.3 trapz||||
569|597|||0|AUC||5.00889254254||2018-08-08 16:26:46.554439|calculated in Python 3.5 with numpy 1.13.3 trapz||||
570|598|||0|AUC||19.9429084374||2018-08-08 16:26:46.555463|calculated in Python 3.5 with numpy 1.13.3 trapz||||
571|599|||0|AUC||17.1598465473||2018-08-08 16:26:46.555940|calculated in Python 3.5 with numpy 1.13.3 trapz||||
572|600|||0|AUC||192.55563446||2018-08-08 16:26:46.556440|calculated in Python 3.5 with numpy 1.13.3 trapz||||
573|601|||0|AUC||4.98910370117||2018-08-08 16:26:46.556941|calculated in Python 3.5 with numpy 1.13.3 trapz||||
574|602|||0|AUC||13.1133226549||2018-08-08 16:26:46.557441|calculated in Python 3.5 with numpy 1.13.3 trapz||||
575|603|||0|AUC||912.544757033||2018-08-08 16:26:46.557942|calculated in Python 3.5 with numpy 1.13.3 trapz||||
576|604|||0|AUC||5688.13680723||2018-08-08 16:26:46.558442|calculated in Python 3.5 with numpy 1.13.3 trapz||||
577|605|||0|AUC||124.815597657||2018-08-08 16:26:46.559443|calculated in Python 3.5 with numpy 1.13.3 trapz||||
578|606|||0|AUC||401.35685736||2018-08-08 16:26:46.559943|calculated in Python 3.5 with numpy 1.13.3 trapz||||
579|607|||0|AUC||113.144501279||2018-08-08 16:26:46.560444|calculated in Python 3.5 with numpy 1.13.3 trapz||||
580|608|||0|AUC||1314.36890513||2018-08-08 16:26:46.560943|calculated in Python 3.5 with numpy 1.13.3 trapz||||
581|609|||0|AUC||32.3744391611||2018-08-08 16:26:46.561444|calculated in Python 3.5 with numpy 1.13.3 trapz||||
582|610|||0|AUC||79.2196428265||2018-08-08 16:26:46.561945|calculated in Python 3.5 with numpy 1.13.3 trapz||||
583|611|||0|AUC||70.8223901575||2018-08-08 16:26:46.562445|calculated in Python 3.5 with numpy 1.13.3 trapz||||
584|612|||0|AUC||8.87954792226||2018-08-08 16:26:46.562946|calculated in Python 3.5 with numpy 1.13.3 trapz||||
585|613|||0|AUC||1.8290167203||2018-08-08 16:26:46.563446|calculated in Python 3.5 with numpy 1.13.3 trapz||||
586|614|||0|AUC||5.72872408535||2018-08-08 16:26:46.564447|calculated in Python 3.5 with numpy 1.13.3 trapz||||
587|615|||0|AUC||2.19511890854||2018-08-08 16:26:46.564947|calculated in Python 3.5 with numpy 1.13.3 trapz||||
588|616|||0|AUC||15.3889917788||2018-08-08 16:26:46.565447|calculated in Python 3.5 with numpy 1.13.3 trapz||||
589|617|||0|AUC||8.21332688473||2018-08-08 16:26:46.565948|calculated in Python 3.5 with numpy 1.13.3 trapz||||
590|618|||0|AUC||63.9882372798||2018-08-08 16:26:46.566448|calculated in Python 3.5 with numpy 1.13.3 trapz||||
591|619|||0|AUC||36.4267674858||2018-08-08 16:26:46.566949|calculated in Python 3.5 with numpy 1.13.3 trapz||||
592|620|||0|AUC||166.213719857||2018-08-08 16:26:46.567449|calculated in Python 3.5 with numpy 1.13.3 trapz||||
593|621|||0|AUC||2.91129557613||2018-08-08 16:26:46.567950|calculated in Python 3.5 with numpy 1.13.3 trapz||||
594|622|||0|AUC||15.2823693063||2018-08-08 16:26:46.568450|calculated in Python 3.5 with numpy 1.13.3 trapz||||
595|623|||0|AUC||21.8928615222||2018-08-08 16:26:46.568950|calculated in Python 3.5 with numpy 1.13.3 trapz||||
596|624|||0|AUC||125.864961208||2018-08-08 16:26:46.569451|calculated in Python 3.5 with numpy 1.13.3 trapz||||
597|625|||0|AUC||892.759800115||2018-08-08 16:26:46.570451|calculated in Python 3.5 with numpy 1.13.3 trapz||||
598|626|||0|AUC||3122.49947578||2018-08-08 16:26:46.570950|calculated in Python 3.5 with numpy 1.13.3 trapz||||
599|627|||0|AUC||87.6445609264||2018-08-08 16:26:46.571449|calculated in Python 3.5 with numpy 1.13.3 trapz||||
600|628|||0|AUC||622.855944642||2018-08-08 16:26:46.571951|calculated in Python 3.5 with numpy 1.13.3 trapz||||
601|630|||0|AUC||5.03828437385||2018-08-08 16:26:46.572453|calculated in Python 3.5 with numpy 1.13.3 trapz||||
602|631|||0|AUC||14.2264633989||2018-08-08 16:26:46.572954|calculated in Python 3.5 with numpy 1.13.3 trapz||||
603|632|||0|AUC||65.0750604968||2018-08-08 16:26:46.573454|calculated in Python 3.5 with numpy 1.13.3 trapz||||
604|633|||0|AUC||1.47269039916||2018-08-08 16:26:46.573954|calculated in Python 3.5 with numpy 1.13.3 trapz||||
605|634|||0|AUC||10.1330003076||2018-08-08 16:26:46.574455|calculated in Python 3.5 with numpy 1.13.3 trapz||||
606|635|||0|AUC||1.9532326073||2018-08-08 16:26:46.574955|calculated in Python 3.5 with numpy 1.13.3 trapz||||
607|636|||0|AUC||3.03138180008||2018-08-08 16:26:46.575456|calculated in Python 3.5 with numpy 1.13.3 trapz||||
608|637|||0|AUC||11.50492368||2018-08-08 16:26:46.575956|calculated in Python 3.5 with numpy 1.13.3 trapz||||
609|638|||0|AUC||88.9712549813||2018-08-08 16:26:46.576457|calculated in Python 3.5 with numpy 1.13.3 trapz||||
610|639|||0|AUC||0.113057035956||2018-08-08 16:26:46.577457|calculated in Python 3.5 with numpy 1.13.3 trapz||||
611|640|||0|AUC||1.95055900229||2018-08-08 16:26:46.577973|calculated in Python 3.5 with numpy 1.13.3 trapz||||
612|641|||0|AUC||0.343737618928||2018-08-08 16:26:46.578458|calculated in Python 3.5 with numpy 1.13.3 trapz||||
613|642|||0|AUC||4.43270069481||2018-08-08 16:26:46.578958|calculated in Python 3.5 with numpy 1.13.3 trapz||||
614|643|||0|AUC||158.963837969||2018-08-08 16:26:46.579459|calculated in Python 3.5 with numpy 1.13.3 trapz||||
615|644|||0|AUC||11.8947083258||2018-08-08 16:26:46.579959|calculated in Python 3.5 with numpy 1.13.3 trapz||||
616|645|||0|AUC||3.42024863043||2018-08-08 16:26:46.580459|calculated in Python 3.5 with numpy 1.13.3 trapz||||
617|646|||0|AUC||1868.09647833||2018-08-08 16:26:46.580960|calculated in Python 3.5 with numpy 1.13.3 trapz||||
618|647|||0|AUC||2804.37494527||2018-08-08 16:26:46.581961|calculated in Python 3.5 with numpy 1.13.3 trapz||||
619|648|||0|AUC||1522.27952236||2018-08-08 16:26:46.582461|calculated in Python 3.5 with numpy 1.13.3 trapz||||
620|649|||0|AUC||79.2451699832||2018-08-08 16:26:46.582962|calculated in Python 3.5 with numpy 1.13.3 trapz||||
621|650|||0|AUC||39.4041999519||2018-08-08 16:26:46.583462|calculated in Python 3.5 with numpy 1.13.3 trapz||||
622|651|||0|AUC||33.1527480782||2018-08-08 16:26:46.583962|calculated in Python 3.5 with numpy 1.13.3 trapz||||
623|652|||0|AUC||2.03212466528||2018-08-08 16:26:46.584463|calculated in Python 3.5 with numpy 1.13.3 trapz||||
624|653|||0|AUC||1.47181057554||2018-08-08 16:26:46.584963|calculated in Python 3.5 with numpy 1.13.3 trapz||||
625|654|||0|AUC||132.160572008||2018-08-08 16:26:46.585464|calculated in Python 3.5 with numpy 1.13.3 trapz||||
626|655|||0|AUC||8.72303014438||2018-08-08 16:26:46.585964|calculated in Python 3.5 with numpy 1.13.3 trapz||||
627|656|||0|AUC||1.50894401049||2018-08-08 16:26:46.586464|calculated in Python 3.5 with numpy 1.13.3 trapz||||
628|657|||0|AUC||4.12022019334||2018-08-08 16:26:46.586965|calculated in Python 3.5 with numpy 1.13.3 trapz||||
629|658|||0|AUC||0.448361976369||2018-08-08 16:26:46.587465|calculated in Python 3.5 with numpy 1.13.3 trapz||||
630|659|||0|AUC||22.7658882334||2018-08-08 16:26:46.588466|calculated in Python 3.5 with numpy 1.13.3 trapz||||
631|660|||0|AUC||5.65794030397||2018-08-08 16:26:46.588967|calculated in Python 3.5 with numpy 1.13.3 trapz||||
632|661|||0|AUC||29.7283776406||2018-08-08 16:26:46.589467|calculated in Python 3.5 with numpy 1.13.3 trapz||||
633|662|||0|AUC||7.34311930551||2018-08-08 16:26:46.589967|calculated in Python 3.5 with numpy 1.13.3 trapz||||
634|663|||0|AUC||0.425676804293||2018-08-08 16:26:46.590468|calculated in Python 3.5 with numpy 1.13.3 trapz||||
635|664|||0|AUC||14.3915773959||2018-08-08 16:26:46.590968|calculated in Python 3.5 with numpy 1.13.3 trapz||||
636|665|||0|AUC||57.6810828675||2018-08-08 16:26:46.591467|calculated in Python 3.5 with numpy 1.13.3 trapz||||
637|666|||0|AUC||129.581918136||2018-08-08 16:26:46.591969|calculated in Python 3.5 with numpy 1.13.3 trapz||||
638|667|||0|AUC||228.66133918||2018-08-08 16:26:46.592470|calculated in Python 3.5 with numpy 1.13.3 trapz||||
639|668|||0|AUC||415.038484839||2018-08-08 16:26:46.592970|calculated in Python 3.5 with numpy 1.13.3 trapz||||
640|669|||0|AUC||22.5346107995||2018-08-08 16:26:46.593470|calculated in Python 3.5 with numpy 1.13.3 trapz||||
641|670|||0|AUC||75.0178642207||2018-08-08 16:26:46.593971|calculated in Python 3.5 with numpy 1.13.3 trapz||||
642|671|||0|AUC||57.0164554854||2018-08-08 16:26:46.594971|calculated in Python 3.5 with numpy 1.13.3 trapz||||
643|672|||0|AUC||173.870691419||2018-08-08 16:26:46.595472|calculated in Python 3.5 with numpy 1.13.3 trapz||||
644|681|||0|AUC||937.776213011||2018-08-08 16:26:46.595976|calculated in Python 3.5 with numpy 1.13.3 trapz||||
645|682|||0|AUC||1149.12200113||2018-08-08 16:26:46.596472|calculated in Python 3.5 with numpy 1.13.3 trapz||||
646|685|||0|AUC||1003.69839641||2018-08-08 16:26:46.596973|calculated in Python 3.5 with numpy 1.13.3 trapz||||
647|686|||0|AUC||1013.44645314||2018-08-08 16:26:46.597473|calculated in Python 3.5 with numpy 1.13.3 trapz||||
648|687|||0|AUC||3378.8950593||2018-08-08 16:26:46.597974|calculated in Python 3.5 with numpy 1.13.3 trapz||||
649|688|||0|AUC||2856.18775172||2018-08-08 16:26:46.598474|calculated in Python 3.5 with numpy 1.13.3 trapz||||
650|689|||0|AUC||47056.2073391||2018-08-08 16:26:46.598975|calculated in Python 3.5 with numpy 1.13.3 trapz||||
651|690|||0|AUC||36371.530226||2018-08-08 16:26:46.599475|calculated in Python 3.5 with numpy 1.13.3 trapz||||
652|691|||0|AUC||75681.576837||2018-08-08 16:26:46.600476|calculated in Python 3.5 with numpy 1.13.3 trapz||||
653|692|||0|AUC||68226.3683269||2018-08-08 16:26:46.600976|calculated in Python 3.5 with numpy 1.13.3 trapz||||
654|693|||0|AUC||74110.2575278||2018-08-08 16:26:46.601476|calculated in Python 3.5 with numpy 1.13.3 trapz||||
655|695|||0|AUC||33201.8841968||2018-08-08 16:26:46.601977|calculated in Python 3.5 with numpy 1.13.3 trapz||||
656|696|||0|AUC||27964.0738822||2018-08-08 16:26:46.602488|calculated in Python 3.5 with numpy 1.13.3 trapz||||
657|697|||0|AUC||28176.4943223||2018-08-08 16:26:46.602978|calculated in Python 3.5 with numpy 1.13.3 trapz||||
658|698|||0|AUC||23380.4850942||2018-08-08 16:26:46.603478|calculated in Python 3.5 with numpy 1.13.3 trapz||||
659|699|||0|AUC||11349.0||2018-08-08 16:26:46.603979|calculated in Python 3.5 with numpy 1.13.3 trapz||||
660|700|||0|AUC||10791.5||2018-08-08 16:26:46.604479|calculated in Python 3.5 with numpy 1.13.3 trapz||||
661|701|||0|AUC||13967.0||2018-08-08 16:26:46.604979|calculated in Python 3.5 with numpy 1.13.3 trapz||||
662|702|||0|AUC||2673.05||2018-08-08 16:26:46.605480|calculated in Python 3.5 with numpy 1.13.3 trapz||||
663|703|||0|AUC||1772.5||2018-08-08 16:26:46.606480|calculated in Python 3.5 with numpy 1.13.3 trapz||||
664|704|||0|AUC||3159.15||2018-08-08 16:26:46.606981|calculated in Python 3.5 with numpy 1.13.3 trapz||||
665|705|||0|AUC||307.35||2018-08-08 16:26:46.607482|calculated in Python 3.5 with numpy 1.13.3 trapz||||
666|706|||0|AUC||266.35||2018-08-08 16:26:46.607982|calculated in Python 3.5 with numpy 1.13.3 trapz||||
667|707|||0|AUC||331.8||2018-08-08 16:26:46.608482|calculated in Python 3.5 with numpy 1.13.3 trapz||||
668|708|||0|AUC||2934.5||2018-08-08 16:26:46.608983|calculated in Python 3.5 with numpy 1.13.3 trapz||||
669|709|||0|AUC||2328.0||2018-08-08 16:26:46.609483|calculated in Python 3.5 with numpy 1.13.3 trapz||||
670|710|||0|AUC||4233.0||2018-08-08 16:26:46.609983|calculated in Python 3.5 with numpy 1.13.3 trapz||||
671|711|||0|AUC||206.300484136||2018-08-08 16:26:46.610484|calculated in Python 3.5 with numpy 1.13.3 trapz||||
672|715|||0|AUC||486.884014044||2018-08-08 16:26:46.610984|calculated in Python 3.5 with numpy 1.13.3 trapz||||
673|716|||0|AUC||984.484776736||2018-08-08 16:26:46.611484|calculated in Python 3.5 with numpy 1.13.3 trapz||||
674|717|||0|AUC||7158.82586916||2018-08-08 16:26:46.612485|calculated in Python 3.5 with numpy 1.13.3 trapz||||
675|718|||0|AUC||14806.1979503||2018-08-08 16:26:46.612986|calculated in Python 3.5 with numpy 1.13.3 trapz||||
676|719|||0|AUC||19495.0766217||2018-08-08 16:26:46.613491|calculated in Python 3.5 with numpy 1.13.3 trapz||||
677|720|||0|AUC||1123.893945||2018-08-08 16:26:46.613987|calculated in Python 3.5 with numpy 1.13.3 trapz||||
678|721|||0|AUC||513.093975923||2018-08-08 16:26:46.614487|calculated in Python 3.5 with numpy 1.13.3 trapz||||
679|722|||0|AUC||366.866051837||2018-08-08 16:26:46.614987|calculated in Python 3.5 with numpy 1.13.3 trapz||||
680|723|||0|AUC||39.2798515653||2018-08-08 16:26:46.615488|calculated in Python 3.5 with numpy 1.13.3 trapz||||
681|724|||0|AUC||699.086751628||2018-08-08 16:26:46.616488|calculated in Python 3.5 with numpy 1.13.3 trapz||||
682|725|||0|AUC||68.7916321773||2018-08-08 16:26:46.616989|calculated in Python 3.5 with numpy 1.13.3 trapz||||
683|726|||0|AUC||544.017815501||2018-08-08 16:26:46.617489|calculated in Python 3.5 with numpy 1.13.3 trapz||||
684|727|||0|AUC||88.2968038103||2018-08-08 16:26:46.617990|calculated in Python 3.5 with numpy 1.13.3 trapz||||
685|728|||0|AUC||7466.05037233||2018-08-08 16:26:46.618490|calculated in Python 3.5 with numpy 1.13.3 trapz||||
686|729|||0|AUC||540.559432895||2018-08-08 16:26:46.618991|calculated in Python 3.5 with numpy 1.13.3 trapz||||
687|730|||0|AUC||2940.36927501||2018-08-08 16:26:46.619491|calculated in Python 3.5 with numpy 1.13.3 trapz||||
688|731|||0|AUC||975.086928598||2018-08-08 16:26:46.619991|calculated in Python 3.5 with numpy 1.13.3 trapz||||
689|732|||0|AUC||1034.87997258||2018-08-08 16:26:46.620492|calculated in Python 3.5 with numpy 1.13.3 trapz||||
690|733|||0|AUC||134.035163847||2018-08-08 16:26:46.620992|calculated in Python 3.5 with numpy 1.13.3 trapz||||
691|734|||0|AUC||70.3117289462||2018-08-08 16:26:46.621492|calculated in Python 3.5 with numpy 1.13.3 trapz||||
692|735|||0|AUC||168.572927141||2018-08-08 16:26:46.621993|calculated in Python 3.5 with numpy 1.13.3 trapz||||
693|736|||0|AUC||45.8328953084||2018-08-08 16:26:46.622493|calculated in Python 3.5 with numpy 1.13.3 trapz||||
694|737|||0|AUC||56.2756130544||2018-08-08 16:26:46.623494|calculated in Python 3.5 with numpy 1.13.3 trapz||||
695|738|||0|AUC||102.289130944||2018-08-08 16:26:46.623995|calculated in Python 3.5 with numpy 1.13.3 trapz||||
696|739|||0|AUC||89.3324845271||2018-08-08 16:26:46.625011|calculated in Python 3.5 with numpy 1.13.3 trapz||||
697|740|||0|AUC||23.490544003||2018-08-08 16:26:46.625496|calculated in Python 3.5 with numpy 1.13.3 trapz||||
698|741|||0|AUC||26.7428505161||2018-08-08 16:26:46.625996|calculated in Python 3.5 with numpy 1.13.3 trapz||||
699|742|||0|AUC||6.6725969337||2018-08-08 16:26:46.626997|calculated in Python 3.5 with numpy 1.13.3 trapz||||
700|743|||0|AUC||10.9693619034||2018-08-08 16:26:46.627502|calculated in Python 3.5 with numpy 1.13.3 trapz||||
701|744|||0|AUC||6.36977474443||2018-08-08 16:26:46.627998|calculated in Python 3.5 with numpy 1.13.3 trapz||||
702|745|||0|AUC||3.75335303583||2018-08-08 16:26:46.628498|calculated in Python 3.5 with numpy 1.13.3 trapz||||
703|746|||0|AUC||16.6746622057||2018-08-08 16:26:46.628999|calculated in Python 3.5 with numpy 1.13.3 trapz||||
704|747|||0|AUC||6.36706548036||2018-08-08 16:26:46.629499|calculated in Python 3.5 with numpy 1.13.3 trapz||||
705|748|||0|AUC||10.0399110481||2018-08-08 16:26:46.630000|calculated in Python 3.5 with numpy 1.13.3 trapz||||
706|749|||0|AUC||20.1189120787||2018-08-08 16:26:46.630500|calculated in Python 3.5 with numpy 1.13.3 trapz||||
707|750|||0|AUC||18.1902250451||2018-08-08 16:26:46.631501|calculated in Python 3.5 with numpy 1.13.3 trapz||||
708|751|||0|AUC||0.040021||2018-08-08 16:26:46.632001|calculated in Python 3.5 with numpy 1.13.3 trapz||||
709|752|||0|AUC||0.03||2018-08-08 16:26:46.632501|calculated in Python 3.5 with numpy 1.13.3 trapz||||
710|753|||0|AUC||0.078625||2018-08-08 16:26:46.633002|calculated in Python 3.5 with numpy 1.13.3 trapz||||
711|754|||0|AUC||0.0115||2018-08-08 16:26:46.633502|calculated in Python 3.5 with numpy 1.13.3 trapz||||
712|755|||0|AUC||0.411795||2018-08-08 16:26:46.634003|calculated in Python 3.5 with numpy 1.13.3 trapz||||
713|758|||0|AUC||5758.96264491||2018-08-08 16:26:46.634503|calculated in Python 3.5 with numpy 1.13.3 trapz||||
714|759|||0|AUC||4383.22578257||2018-08-08 16:26:46.635004|calculated in Python 3.5 with numpy 1.13.3 trapz||||
715|760|||0|AUC||3233.15794049||2018-08-08 16:26:46.635504|calculated in Python 3.5 with numpy 1.13.3 trapz||||
716|761|||0|AUC||5101.99205977||2018-08-08 16:26:46.636004|calculated in Python 3.5 with numpy 1.13.3 trapz||||
717|762|||0|AUC||2544.09167239||2018-08-08 16:26:46.636505|calculated in Python 3.5 with numpy 1.13.3 trapz||||
718|765|||0|AUC||3187.31966273||2018-08-08 16:26:46.637506|calculated in Python 3.5 with numpy 1.13.3 trapz||||
719|766|||0|AUC||713.148973162||2018-08-08 16:26:46.638006|calculated in Python 3.5 with numpy 1.13.3 trapz||||
720|767|||0|AUC||1175.16076807||2018-08-08 16:26:46.638506|calculated in Python 3.5 with numpy 1.13.3 trapz||||
721|768|||0|AUC||193.194489875||2018-08-08 16:26:46.639007|calculated in Python 3.5 with numpy 1.13.3 trapz||||
722|769|||0|AUC||2370.06143201||2018-08-08 16:26:46.639507|calculated in Python 3.5 with numpy 1.13.3 trapz||||
723|770|||0|AUC||690.462929797||2018-08-08 16:26:46.640008|calculated in Python 3.5 with numpy 1.13.3 trapz||||
724|771|||0|AUC||676.684018775||2018-08-08 16:26:46.640508|calculated in Python 3.5 with numpy 1.13.3 trapz||||
725|772|||0|AUC||287.766582673||2018-08-08 16:26:46.641007|calculated in Python 3.5 with numpy 1.13.3 trapz||||
726|773|||0|AUC||422.870143743||2018-08-08 16:26:46.641509|calculated in Python 3.5 with numpy 1.13.3 trapz||||
727|774|||0|AUC||389.415674312||2018-08-08 16:26:46.642509|calculated in Python 3.5 with numpy 1.13.3 trapz||||
728|775|||0|AUC||569.932358513||2018-08-08 16:26:46.643010|calculated in Python 3.5 with numpy 1.13.3 trapz||||
729|776|||0|AUC||179.475632659||2018-08-08 16:26:46.643515|calculated in Python 3.5 with numpy 1.13.3 trapz||||
730|777|||0|AUC||23.5840391027||2018-08-08 16:26:46.644011|calculated in Python 3.5 with numpy 1.13.3 trapz||||
731|778|||0|AUC||36.5595531468||2018-08-08 16:26:46.644511|calculated in Python 3.5 with numpy 1.13.3 trapz||||
732|779|||0|AUC||14.8285501651||2018-08-08 16:26:46.645012|calculated in Python 3.5 with numpy 1.13.3 trapz||||
733|780|||0|AUC||24.8882321932||2018-08-08 16:26:46.645512|calculated in Python 3.5 with numpy 1.13.3 trapz||||
734|781|||0|AUC||12.9790456875||2018-08-08 16:26:46.646012|calculated in Python 3.5 with numpy 1.13.3 trapz||||
735|782|||0|AUC||24.0752912756||2018-08-08 16:26:46.646513|calculated in Python 3.5 with numpy 1.13.3 trapz||||
736|783|||0|AUC||15.2346046739||2018-08-08 16:26:46.647013|calculated in Python 3.5 with numpy 1.13.3 trapz||||
737|784|||0|AUC||7.16835533432||2018-08-08 16:26:46.647514|calculated in Python 3.5 with numpy 1.13.3 trapz||||
738|785|||0|AUC||7.90273291884||2018-08-08 16:26:46.648514|calculated in Python 3.5 with numpy 1.13.3 trapz||||
739|786|||0|AUC||10.94771754||2018-08-08 16:26:46.649015|calculated in Python 3.5 with numpy 1.13.3 trapz||||
740|787|||0|AUC||2.9332615646||2018-08-08 16:26:46.649515|calculated in Python 3.5 with numpy 1.13.3 trapz||||
741|788|||0|AUC||256736.399458||2018-08-08 16:26:46.650016|calculated in Python 3.5 with numpy 1.13.3 trapz||||
742|789|||0|AUC||38.1111226038||2018-08-08 16:26:46.650516|calculated in Python 3.5 with numpy 1.13.3 trapz||||
743|790|||0|AUC||67.7853054751||2018-08-08 16:26:46.651016|calculated in Python 3.5 with numpy 1.13.3 trapz||||
744|791|||0|AUC||102.226321274||2018-08-08 16:26:46.651517|calculated in Python 3.5 with numpy 1.13.3 trapz||||
745|792|||0|AUC||3354.58701001||2018-08-08 16:26:46.652017|calculated in Python 3.5 with numpy 1.13.3 trapz||||
746|793|||0|AUC||236.541165671||2018-08-08 16:26:46.652517|calculated in Python 3.5 with numpy 1.13.3 trapz||||
747|794|||0|AUC||0.0012431503134||2018-08-08 16:26:46.653018|calculated in Python 3.5 with numpy 1.13.3 trapz||||
748|795|||0|AUC||0.000497260125362||2018-08-08 16:26:46.654019|calculated in Python 3.5 with numpy 1.13.3 trapz||||
749|796|||0|AUC||0.000120494816779||2018-08-08 16:26:46.654519|calculated in Python 3.5 with numpy 1.13.3 trapz||||
750|797|||0|AUC||0.0012431503134||2018-08-08 16:26:46.655019|calculated in Python 3.5 with numpy 1.13.3 trapz||||
751|798|||0|AUC||0.000414383437801||2018-08-08 16:26:46.655520|calculated in Python 3.5 with numpy 1.13.3 trapz||||
752|23460|||0|tmax|h|1.01|0.04||Table I: two-compartment lag time model, APAS, Marquardt method||||
753|23460|||0|Cmax|ng/mL|120.54|6.80||Table I: two-compartment lag time model, APAS, Marquardt method||||
754|23460|||0|t1/2 (beta)|h|6.37|1.10||Table I: two-compartment lag time model, APAS, Marquardt method||||
755|23460|||0|kel|1/h|0.70|0.37||Table I: two-compartment lag time model, APAS, Marquardt method||||
756|23460|||0|AUC 0-inf (plasma)|ng-h/mL|2670.55|70.81||Table I: two-compartment lag time model, APAS, Marquardt method||||
757|23460|||0|CLplasma|L/h|17.99|2.34||Table I: two-compartment lag time model, APAS, Marquardt method||||
758|23460|||0|AUC 0-8 (liver)|ng-h/mL|40998.10|643.72||Table II: two-compartment lag time model, APAS, Marquardt method||||
759|23460|||0|AUC 0-8 (brain)|ng-h/mL|2918.09|74.19||Table II: two-compartment lag time model, APAS, Marquardt method||||
760|23460|||0|plasma protein binding (1.25 ug/mL)||98.31|0.67||Table III||||
761|23460|||0|plasma protein binding (2.50 ug/mL)||98.94|0.88||Table III||||
762|23460|||0|plasma protein binding (5.00 ug/mL)||98.86|0.92||Table III||||
763|23441|||0|Km|M * 10^-3|0.099|||Table I, corrected for nonspecific binding to microsomes||||
764|23441|||0|Vmax|umol/min/0.25 kg rat|8.48|||Table I, extrapolated to 0.25 kg rat based on P450 content in liver||||
765|23464|||0|CL|mL/min/kg|94|||Table 1.||||
766|23464|||0|Vdss|L/kg|7.2|||Table 1.||||
767|23464|||0|t1/2 (first phase)|h|0.096|||Table 1.||||
768|23464|||0|t1/2 (terminal phase)|h|1.25|||Table 1.||||
769|23464|||0|AUC 0-inf (plasma)|ng-h/mL|17.7|||Table 1.||||
770|23464|||0|MRT|h|1.28|||Table 1.||||
771|23465|||0|CL|mL/min/kg|88|||Table 1.||||
772|23465|||0|Vdss|L/kg|6.4|||Table 1.||||
773|23465|||0|t1/2 (first phase)|h|0.145|||Table 1.||||
774|23465|||0|t1/2 (terminal phase)|h|1.18|||Table 1.||||
775|23465|||0|AUC 0-inf (plasma)|ng-h/mL|18.9|||Table 1.||||
776|23465|||0|MRT|h|1.20|||Table 1.||||
777|23466|||0|Cmax|ng/mL|45|||Table 2.||||
778|23466|||0|tmax|h|0.50|||Table 2.||||
779|23466|||0|t1/2|h|2.0|||Table 2.||||
780|23466|||0|AUC 0-inf (plasma)|ng-h/mL|72|||Table 2.||||
781|23466|||0|CL0|mL/min/kg|2315|||Table 2.||||
782|23466|||0|F|%|4.1|||Table 2.||||
783|23466|||0|MRT|h|3.3|||Table 2.||||
784|23467|||0|Cmax|ng/mL|275|||Table 2.||||
785|23467|||0|tmax|h|0.25|||Table 2.||||
786|23467|||0|t1/2|h|4.6|||Table 2.||||
787|23467|||0|AUC 0-inf (plasma)|ng-h/mL|550|||Table 2.||||
788|23467|||0|CL0|mL/min/kg|303|||Table 2.||||
789|23467|||0|F|%|29|||Table 2.||||
790|23467|||0|MRT|h|4.5|||Table 2.||||
791|23561|||0|t1/2|h|1.0|0.2||Table 4, total||||
792|23561|||0|t1/2|h|1.0|0.3||Table 4, free||||
793|23561|||0|AUC|ug-hr/mL|1019|769||Table 4, total||||
794|23561|||0|AUC|ug-hr/mL|425|112||Table 4, free||||
795|23561|||0|Cmax|ug/mL|341|18||Table 4, total||||
796|23561|||0|Cmax|ug/mL|181|11||Table 4, free||||
797|23561|||0|tmax|h|0.5|0||Table 4, total||||
798|23561|||0|tmax|h|0.5|0||Table 4, free||||
799|23562|||0|t1/2|h|2.3|0.7||Table 4, total||||
